,filepath,emo,emo_intensity,statement,actor,emo_1,emo_2,emo_3,emo_4,emo_5,emo_6
173,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-02-04.wav,2,1.0,12,4,0,1,0,0,0,0
174,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav,2,1.0,13,4,0,1,0,0,0,0
175,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-02-04.wav,2,1.0,13,4,0,1,0,0,0,0
176,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-01-05.wav,1,0.0,12,5,1,0,0,0,0,0
177,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav,1,0.0,12,5,1,0,0,0,0,0
178,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-01-05.wav,1,0.0,13,5,1,0,0,0,0,0
179,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-02-05.wav,1,0.0,13,5,1,0,0,0,0,0
180,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-01-05.wav,3,0.0,12,5,0,0,1,0,0,0
181,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-02-05.wav,3,0.0,12,5,0,0,1,0,0,0
182,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-01-05.wav,3,0.0,13,5,0,0,1,0,0,0
183,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-02-05.wav,3,0.0,13,5,0,0,1,0,0,0
184,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-01-05.wav,3,1.0,12,5,0,0,1,0,0,0
185,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-02-05.wav,3,1.0,12,5,0,0,1,0,0,0
186,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-01-05.wav,3,1.0,13,5,0,0,1,0,0,0
187,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-02-05.wav,3,1.0,13,5,0,0,1,0,0,0
188,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-01-05.wav,4,0.0,12,5,0,0,0,1,0,0
189,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-02-05.wav,4,0.0,12,5,0,0,0,1,0,0
190,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-01-05.wav,4,0.0,13,5,0,0,0,1,0,0
191,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,4,0.0,13,5,0,0,0,1,0,0
192,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-01-05.wav,4,1.0,12,5,0,0,0,1,0,0
193,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-02-05.wav,4,1.0,12,5,0,0,0,1,0,0
194,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-01-05.wav,4,1.0,13,5,0,0,0,1,0,0
195,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-02-05.wav,4,1.0,13,5,0,0,0,1,0,0
196,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-01-05.wav,5,0.0,12,5,0,0,0,0,1,0
197,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-02-05.wav,5,0.0,12,5,0,0,0,0,1,0
198,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-01-05.wav,5,0.0,13,5,0,0,0,0,1,0
199,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-02-05.wav,5,0.0,13,5,0,0,0,0,1,0
200,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-01-05.wav,5,1.0,12,5,0,0,0,0,1,0
201,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-02-05.wav,5,1.0,12,5,0,0,0,0,1,0
202,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-01-05.wav,5,1.0,13,5,0,0,0,0,1,0
203,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-02-05.wav,5,1.0,13,5,0,0,0,0,1,0
204,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-01-05.wav,6,0.0,12,5,0,0,0,0,0,1
205,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-02-05.wav,6,0.0,12,5,0,0,0,0,0,1
206,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-01-05.wav,6,0.0,13,5,0,0,0,0,0,1
207,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-02-05.wav,6,0.0,13,5,0,0,0,0,0,1
208,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-01-05.wav,6,1.0,12,5,0,0,0,0,0,1
209,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-02-05.wav,6,1.0,12,5,0,0,0,0,0,1
210,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-01-05.wav,6,1.0,13,5,0,0,0,0,0,1
211,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-02-05.wav,6,1.0,13,5,0,0,0,0,0,1
212,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-01-05.wav,2,0.0,12,5,0,1,0,0,0,0
213,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-02-05.wav,2,0.0,12,5,0,1,0,0,0,0
214,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-01-05.wav,2,0.0,13,5,0,1,0,0,0,0
215,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-02-05.wav,2,0.0,13,5,0,1,0,0,0,0
216,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-01-05.wav,2,1.0,12,5,0,1,0,0,0,0
217,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-02-05.wav,2,1.0,12,5,0,1,0,0,0,0
218,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-02-01-05.wav,2,1.0,13,5,0,1,0,0,0,0
219,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-02-02-05.wav,2,1.0,13,5,0,1,0,0,0,0
220,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-01-06.wav,1,0.0,12,6,1,0,0,0,0,0
221,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-02-06.wav,1,0.0,12,6,1,0,0,0,0,0
222,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-01-06.wav,1,0.0,13,6,1,0,0,0,0,0
223,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-02-06.wav,1,0.0,13,6,1,0,0,0,0,0
224,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-01-01-06.wav,3,0.0,12,6,0,0,1,0,0,0
225,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-01-02-06.wav,3,0.0,12,6,0,0,1,0,0,0
226,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-01-06.wav,3,0.0,13,6,0,0,1,0,0,0
227,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-02-06.wav,3,0.0,13,6,0,0,1,0,0,0
228,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-01-06.wav,3,1.0,12,6,0,0,1,0,0,0
229,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-02-06.wav,3,1.0,12,6,0,0,1,0,0,0
230,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-01-06.wav,3,1.0,13,6,0,0,1,0,0,0
231,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-02-06.wav,3,1.0,13,6,0,0,1,0,0,0
232,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-01-06.wav,4,0.0,12,6,0,0,0,1,0,0
233,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-02-06.wav,4,0.0,12,6,0,0,0,1,0,0
234,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-01-06.wav,4,0.0,13,6,0,0,0,1,0,0
235,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-02-06.wav,4,0.0,13,6,0,0,0,1,0,0
236,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-01-06.wav,4,1.0,12,6,0,0,0,1,0,0
237,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-02-06.wav,4,1.0,12,6,0,0,0,1,0,0
238,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-01-06.wav,4,1.0,13,6,0,0,0,1,0,0
239,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-02-06.wav,4,1.0,13,6,0,0,0,1,0,0
240,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav,5,0.0,12,6,0,0,0,0,1,0
241,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-02-06.wav,5,0.0,12,6,0,0,0,0,1,0
242,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-01-06.wav,5,0.0,13,6,0,0,0,0,1,0
243,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-02-06.wav,5,0.0,13,6,0,0,0,0,1,0
244,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-01-06.wav,5,1.0,12,6,0,0,0,0,1,0
245,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-02-06.wav,5,1.0,12,6,0,0,0,0,1,0
246,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-01-06.wav,5,1.0,13,6,0,0,0,0,1,0
247,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-02-06.wav,5,1.0,13,6,0,0,0,0,1,0
248,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-01-06.wav,6,0.0,12,6,0,0,0,0,0,1
249,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav,6,0.0,12,6,0,0,0,0,0,1
250,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-01-06.wav,6,0.0,13,6,0,0,0,0,0,1
251,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-02-06.wav,6,0.0,13,6,0,0,0,0,0,1
252,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-01-06.wav,6,1.0,12,6,0,0,0,0,0,1
253,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-02-06.wav,6,1.0,12,6,0,0,0,0,0,1
254,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-01-06.wav,6,1.0,13,6,0,0,0,0,0,1
255,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav,6,1.0,13,6,0,0,0,0,0,1
256,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-01-06.wav,2,0.0,12,6,0,1,0,0,0,0
257,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-02-06.wav,2,0.0,12,6,0,1,0,0,0,0
258,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-01-06.wav,2,0.0,13,6,0,1,0,0,0,0
259,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-02-06.wav,2,0.0,13,6,0,1,0,0,0,0
260,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-01-06.wav,2,1.0,12,6,0,1,0,0,0,0
261,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-02-06.wav,2,1.0,12,6,0,1,0,0,0,0
262,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-01-06.wav,2,1.0,13,6,0,1,0,0,0,0
263,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-02-06.wav,2,1.0,13,6,0,1,0,0,0,0
264,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav,1,0.0,12,7,1,0,0,0,0,0
265,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav,1,0.0,12,7,1,0,0,0,0,0
266,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav,1,0.0,13,7,1,0,0,0,0,0
267,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav,1,0.0,13,7,1,0,0,0,0,0
268,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav,3,0.0,12,7,0,0,1,0,0,0
269,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav,3,0.0,12,7,0,0,1,0,0,0
270,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav,3,0.0,13,7,0,0,1,0,0,0
271,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav,3,0.0,13,7,0,0,1,0,0,0
272,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav,3,1.0,12,7,0,0,1,0,0,0
273,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav,3,1.0,12,7,0,0,1,0,0,0
274,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav,3,1.0,13,7,0,0,1,0,0,0
275,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav,3,1.0,13,7,0,0,1,0,0,0
276,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav,4,0.0,12,7,0,0,0,1,0,0
277,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav,4,0.0,12,7,0,0,0,1,0,0
278,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav,4,0.0,13,7,0,0,0,1,0,0
279,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav,4,0.0,13,7,0,0,0,1,0,0
280,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav,4,1.0,12,7,0,0,0,1,0,0
281,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav,4,1.0,12,7,0,0,0,1,0,0
282,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav,4,1.0,13,7,0,0,0,1,0,0
283,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav,4,1.0,13,7,0,0,0,1,0,0
284,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav,5,0.0,12,7,0,0,0,0,1,0
285,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav,5,0.0,12,7,0,0,0,0,1,0
286,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav,5,0.0,13,7,0,0,0,0,1,0
287,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav,5,0.0,13,7,0,0,0,0,1,0
288,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav,5,1.0,12,7,0,0,0,0,1,0
289,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav,5,1.0,12,7,0,0,0,0,1,0
290,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav,5,1.0,13,7,0,0,0,0,1,0
291,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav,5,1.0,13,7,0,0,0,0,1,0
292,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-01-07.wav,6,0.0,12,7,0,0,0,0,0,1
293,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-02-07.wav,6,0.0,12,7,0,0,0,0,0,1
294,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-01-07.wav,6,0.0,13,7,0,0,0,0,0,1
295,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-02-07.wav,6,0.0,13,7,0,0,0,0,0,1
296,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-01-07.wav,6,1.0,12,7,0,0,0,0,0,1
297,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav,6,1.0,12,7,0,0,0,0,0,1
298,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-01-07.wav,6,1.0,13,7,0,0,0,0,0,1
299,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-02-07.wav,6,1.0,13,7,0,0,0,0,0,1
300,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-01-07.wav,2,0.0,12,7,0,1,0,0,0,0
301,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-02-07.wav,2,0.0,12,7,0,1,0,0,0,0
302,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav,2,0.0,13,7,0,1,0,0,0,0
303,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-02-07.wav,2,0.0,13,7,0,1,0,0,0,0
304,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-01-07.wav,2,1.0,12,7,0,1,0,0,0,0
305,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-02-07.wav,2,1.0,12,7,0,1,0,0,0,0
306,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-01-07.wav,2,1.0,13,7,0,1,0,0,0,0
307,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-02-07.wav,2,1.0,13,7,0,1,0,0,0,0
308,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-01-08.wav,1,0.0,12,8,1,0,0,0,0,0
309,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav,1,0.0,12,8,1,0,0,0,0,0
310,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-01-08.wav,1,0.0,13,8,1,0,0,0,0,0
311,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav,1,0.0,13,8,1,0,0,0,0,0
312,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-01-08.wav,3,0.0,12,8,0,0,1,0,0,0
313,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-02-08.wav,3,0.0,12,8,0,0,1,0,0,0
314,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav,3,0.0,13,8,0,0,1,0,0,0
315,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-02-08.wav,3,0.0,13,8,0,0,1,0,0,0
316,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-01-08.wav,3,1.0,12,8,0,0,1,0,0,0
317,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-02-08.wav,3,1.0,12,8,0,0,1,0,0,0
318,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav,3,1.0,13,8,0,0,1,0,0,0
319,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-02-08.wav,3,1.0,13,8,0,0,1,0,0,0
320,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-01-08.wav,4,0.0,12,8,0,0,0,1,0,0
321,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-02-08.wav,4,0.0,12,8,0,0,0,1,0,0
322,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav,4,0.0,13,8,0,0,0,1,0,0
323,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-02-08.wav,4,0.0,13,8,0,0,0,1,0,0
324,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-01-08.wav,4,1.0,12,8,0,0,0,1,0,0
325,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-02-08.wav,4,1.0,12,8,0,0,0,1,0,0
326,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-01-08.wav,4,1.0,13,8,0,0,0,1,0,0
327,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-02-08.wav,4,1.0,13,8,0,0,0,1,0,0
328,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-01-08.wav,5,0.0,12,8,0,0,0,0,1,0
329,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-02-08.wav,5,0.0,12,8,0,0,0,0,1,0
330,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-01-08.wav,5,0.0,13,8,0,0,0,0,1,0
331,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-02-08.wav,5,0.0,13,8,0,0,0,0,1,0
332,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-01-08.wav,5,1.0,12,8,0,0,0,0,1,0
333,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-02-08.wav,5,1.0,12,8,0,0,0,0,1,0
334,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-01-08.wav,5,1.0,13,8,0,0,0,0,1,0
335,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-02-08.wav,5,1.0,13,8,0,0,0,0,1,0
336,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-01-08.wav,6,0.0,12,8,0,0,0,0,0,1
337,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-02-08.wav,6,0.0,12,8,0,0,0,0,0,1
338,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-01-08.wav,6,0.0,13,8,0,0,0,0,0,1
339,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-02-08.wav,6,0.0,13,8,0,0,0,0,0,1
340,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-01-08.wav,6,1.0,12,8,0,0,0,0,0,1
341,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-02-08.wav,6,1.0,12,8,0,0,0,0,0,1
342,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-01-08.wav,6,1.0,13,8,0,0,0,0,0,1
343,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-02-08.wav,6,1.0,13,8,0,0,0,0,0,1
344,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-01-08.wav,2,0.0,12,8,0,1,0,0,0,0
345,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-02-08.wav,2,0.0,12,8,0,1,0,0,0,0
346,../data/listenr-ml/RAVDESS-Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-01-08.wav,2,0.0,13,8,0,1,0,0,0,0
